sales_rep_id,sales_rep_ssn,sales_rep_first_name,sales_rep_last_name,sales_rep_address,sales_rep_city,sales_rep_state,sales_rep_zip,ingest_file_name,ingested_at,_error_ssn_format
73df4e92-a0d6-49c9-8963-dcef8acc3f1e,864778325,Josue,Farmer,11 E Currie Court,Renton,WA,99361,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
c20d4f4f-a9b7-41d6-9213-ccad9793a2e3,917303507,Samson,Berger,12 Grassy Point Avenue S,Las Vegas,NV,89826,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
2d409182-cecd-4b89-929f-64fdb902bd0c,null,Warren,Acosta,121 Neighborly Way,Jurupa Valley,CA,94580,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
4afd2259-f7e8-4d2a-8643-33d68c4b5424,null,George,Carpenter,132  Inverness Place,Davenport,IA,52212,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
a0d447ff-9822-4d4d-bea2-75005cf475b0,293511360,Nataly,Barlow,132 E Glendale Lane,Hampton,VA,23435,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
9ef74d02-fe6d-42f3-b638-29e67bbfa20e,337301919,Ruby,Sanford,141 Bosie Run N,Richmond,CA,90041,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
8c8fd661-cb3f-45ad-bf8e-3a4114658670,430374741,Georgia,Fleming,158 Manserra Street W,Oakland,CA,94705,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
d2e2701a-6805-4800-92b0-e20a8554b0b8,751106757,Ahmed,West,217 S Currie Court,Clearwater,FL,32609,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
fb38c88c-7363-4a97-a368-debeaaf9f047,145792406,Julie,Terrell,219 W Trout Court,San Jose,CA,95568,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
d7b8d17c-ec75-4386-b97c-0f9d034fcb2f,910431245,Apollo,Roberts,238 S Olenda Drive,Pomona,CA,92321,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
20caec14-2752-4737-992e-7c4f7b791662,833245127,Zainab,Salinas,249  Barcelona Drive,League City,TX,77903,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
81de6091-d4eb-4640-b99c-5b8989fbf4b9,497169648,Kenia,Townsend,251  Heyward Avenue,Carrollton,TX,75411,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
7ce470e0-586d-4300-ba01-8178de43f665,399609187,Kinsley,Fletcher,254 Bonita Drive,New York,NY,12078,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
59c25563-37ee-4cb3-bce0-51d3bc2f1068,572683011,Esteban,Cooley,266 Knoll Place E,Waterbury,CT,6853,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
b51c9e0d-a515-4fc0-a7a1-a50b3fe11213,757901809,Davina,Arnold,274  Emporia Place,Vacaville,CA,95932,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
576b8760-30ea-4a45-849c-f2b61277618c,823104252,Milena,Johnston,280 Blackberry Avenue E,Thornton,CO,80861,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
761b3d8b-a96c-42fa-ba22-a0017621cbea,969669519,Carolyn,Norton,3  Impala Place,Kansas City,KS,66860,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
08aa19d6-3ec2-48a5-b312-5d83bfd228b7,744331633,Watson,Padilla,326  Carter Path,Cleveland,OH,45696,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
e8cbe4a7-ab56-48f9-b990-8ee1621a3535,600299522,Ellis,Delacruz,34 Osada Avenue,Miami Gardens,FL,32122,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
9617aeb0-46f5-44fd-a85c-a7991da17167,923563087,Beatrice,Hull,380 Tannery Terrace,Honolulu,HI,96827,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
b53e2f7a-a1dd-4ec8-af0e-93e886e12d91,228444041,Kenzie,Sykes,387 Oldham Lane E,Downey,CA,91046,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
13439d79-661f-4928-a52f-88b869effc4c,655252355,Karsyn,Larsen,394 Jutland Place,San Francisco,CA,91724,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
37e00f56-7488-473c-af72-5ded2b0f0a20,591147012,Lydia,Wade,395  Lakeview Lane,Inglewood,CA,94602,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
1e65eaee-012c-4987-8056-f37c19fc0a35,null,Austyn,Frank,398  Salem Place,Vancouver,WA,99150,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
36b2c1d9-982f-42fc-80ed-e70860de3c56,232193554,Miller,Finch,43 E Shamp Street,Ontario,CA,90102,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
4898862a-68d3-43e5-8627-caf6933bdaec,715156510,Byron,Lewis,43 Old School Road E,Oakland,CA,91941,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
291b32ff-cc27-4b38-afec-bfcd14df74ae,907376490,Maximiliano,Moreno,474 Sandy Lane,Round Rock,TX,79117,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
28355e64-aa4e-4207-9635-0be8e6eb626c,697483425,Madilynn,Vazquez,511 Cedar Waxwing Drive S,Gainesville,FL,32877,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
bc378481-c31f-4d56-8f20-023875cd5d09,null,Callie,Boyer,542 New Moon Avenue E,Torrance,CA,96132,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
de63ea0a-1fdc-4f45-9075-395dc52a818f,818668788,Magnolia,George,55 Larranaga Drive W,North Charleston,SC,29208,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
4591cda1-1c89-4db6-82cb-4a865f9de5e0,993592093,Alex,Copeland,568 Victor Court S,Escondido,CA,94022,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
ac08659f-6698-4679-b513-b5a8a2e5bdd1,null,Colt,Booker,573 N Flatwood Street,Springfield,IL,60171,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,false
9905fe2c-5438-4cef-ab4b-666a027f7585,974932513,Rayne,Jacobson,579 Wayside Place W,Philadelphia,PA,16652,dbfs:/user/tom.hanlon@databricks.com/dbacademy/developer-foundations-capstone/raw/orders/batch/2018.csv,2021-05-27T14:08:35.594+0000,true
